technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation,distance_to_next_point_meters
4G_LTE,-107,2147483647,-107,-15,-83,2147483647,33,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-123,2147483647,-123,-18,-97,2147483647,17,9820,456,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-104,2147483647,-104,-15,-79,2147483647,36,67086,143,12,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-107,2147483647,-107,-17,-79,2147483647,33,67086,190,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-122,2147483647,-122,-16,-97,2147483647,18,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-123,2147483647,-123,-17,-97,2147483647,17,9820,235,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-123,2147483647,-123,-18,-97,2147483647,17,9820,456,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-111,2147483647,-111,-17,-83,2147483647,29,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-110,2147483647,-110,-16,-85,2147483647,30,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-111,2147483647,-111,-16,-85,2147483647,29,1000,472,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-111,2147483647,-111,-17,-83,2147483647,29,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-110,2147483647,-110,-16,-85,2147483647,30,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-111,2147483647,-111,-16,-85,2147483647,29,1000,472,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-106,2147483647,-106,-17,-79,2147483647,34,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-110,2147483647,-110,-18,-81,2147483647,30,5330,48,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-107,2147483647,-107,-15,-83,2147483647,33,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-104,2147483647,-104,-13,-73,2147483647,36,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-107,2147483647,-107,-17,-79,2147483647,33,67086,190,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.0
4G_LTE,-122,2147483647,-122,-16,-97,2147483647,18,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354547891,21089.533946694,2024-08-22 15:22:27.891000,-97.2834877,33.0217358,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0409240722656,0.01433679293032419
4G_LTE,-110,2147483647,-110,-16,-85,2147483647,30,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-106,2147483647,-106,-17,-79,2147483647,34,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-110,2147483647,-110,-18,-81,2147483647,30,5330,48,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-104,2147483647,-104,-13,-73,2147483647,36,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-107,2147483647,-107,-15,-83,2147483647,33,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-111,2147483647,-111,-17,-83,2147483647,29,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-123,2147483647,-123,-18,-97,2147483647,17,9820,456,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-123,2147483647,-123,-17,-97,2147483647,17,9820,235,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-122,2147483647,-122,-16,-97,2147483647,18,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-107,2147483647,-107,-17,-79,2147483647,33,67086,190,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-104,2147483647,-104,-15,-79,2147483647,36,67086,143,12,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-111,2147483647,-111,-16,-85,2147483647,29,1000,472,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-106,2147483647,-106,-17,-79,2147483647,34,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-104,2147483647,-104,-15,-79,2147483647,36,67086,143,12,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-107,2147483647,-107,-17,-79,2147483647,33,67086,190,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-122,2147483647,-122,-16,-97,2147483647,18,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-123,2147483647,-123,-17,-97,2147483647,17,9820,235,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-123,2147483647,-123,-18,-97,2147483647,17,9820,456,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-111,2147483647,-111,-17,-83,2147483647,29,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-110,2147483647,-110,-16,-85,2147483647,30,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
4G_LTE,-111,2147483647,-111,-16,-85,2147483647,29,1000,472,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354548892,21090.534699975,2024-08-22 15:22:28.892000,-97.2834877988,33.0217358988,159.436063247541,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0404663085938,0.0
